INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	MOLECULAR_FORMULA	AVERAGE_MASS	ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED	BIOCONCENTRATION_FACTOR_OPERA_PRED	BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED	BOILING_POINT_DEGC_OPERA_PRED	HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED	OPERA_KM_DAYS_OPERA_PRED	OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED	SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED	OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED	MELTING_POINT_DEGC_OPERA_PRED	VAPOR_PRESSURE_MMHG_OPERA_PRED	WATER_SOLUBILITY_MOL/L_OPERA_PRED
DTXSID00866047	DSSTox_Substance_Id	DTXSID00866047	Benzenepropanal, .alpha.,4-dimethyl-	C11H14O	162.232	2.92575e-11	20.5802	3.54583	241.642	0.00025416	0.183584	5.87049	95.9453	2.66314	1.99743	0.254009	0.0107402
DTXSID00866108	DSSTox_Substance_Id	DTXSID00866108	1,2,4-Trithiane, 3-methyl-	C4H8S3	152.29	3.75089e-12	40.6872	104.951	224.066	0.000978613	0.0776964	5.69979	926.72	2.715	124.66	0.314107	0.00109317
DTXSID00866320	DSSTox_Substance_Id	DTXSID00866320	4-Pentenoic acid, 2-methyl-, ethyl ester	C8H14O2	142.198	3.78757e-11	8.71372	4.63208	162.383	0.00042578	0.0861116	3.7409	78.2918	2.51577	-64.5335	3.10968	0.0100485
DTXSID00866360	DSSTox_Substance_Id	DTXSID00866360	2-Butanol, 1-methoxy-	C5H12O2	104.149	2.49755e-11	3.29585	4.61693	141.364	7.89029e-07	0.0895342	4.30301	14.9361	0.352136	-42.1319	2.417	9.71919
DTXSID00866406	DSSTox_Substance_Id	DTXSID00866406	Oxirane, 2,2'-[methylenebis(2,1-phenyleneoxymethylene)]bis-	C19H20O4	312.365	1.65439e-11	13.7456	5.7431	344.751	5.46869e-06	1.14387	10.566	517.857	3.32314	102.746	8.23772e-07	3.16937e-06
DTXSID00866426	DSSTox_Substance_Id	DTXSID00866426	Ethanone, 1-[1,6-dimethyl-3-(4-methyl-3-penten-1-yl)-3-cyclohexen-1-yl]-	C16H26O	234.383	1.94259e-10	72.5614	3.34917	307.54	5.77186e-05	0.199255	7.37826	2510.43	4.8201	16.2626	0.0154313	0.00159564
DTXSID00866461	DSSTox_Substance_Id	DTXSID00866461	Cyanamide, N-(1,4,5,6-tetrahydro-4,6-dioxo-2-pyrimidinyl)-	C5H4N4O2	152.113	5.441e-12	3.41843	4.28919	255.162	3.88809e-10	0.109939	7.94284	184.841	-0.861972	243.034	1.12053e-08	0.000650294
DTXSID00866562	DSSTox_Substance_Id	DTXSID00866562	1,1-Heptanediol, 1,1-diacetate	C11H20O4	216.277	5.74664e-12	7.87674	3.67895	241.331	1.95803e-07	0.600283	5.79027	189.026	2.38179	-26.6112	0.0321519	0.00128292
DTXSID00866668	DSSTox_Substance_Id	DTXSID00866668	1-(2-Furfurylthio)propanone	C8H10O2S	170.23	1.45419e-11	10.3944	3.53061	244.585	1.0419e-07	0.118049	5.76837	86.6692	2.71335	54.5728	0.00236633	0.077927
DTXSID00866744	DSSTox_Substance_Id	DTXSID00866744	2-Octanone, 3-(hydroxymethyl)-	C9H18O2	158.241	1.07478e-11	12.5797	3.54783	234.884	1.92101e-07	0.231979	7.5781	149.753	1.86775	0.508487	0.001282	1.34136
DTXSID00866805	DSSTox_Substance_Id	DTXSID00866805	2H-Pyran, 3,6-dihydro-4-methyl-2-phenyl-	C12H14O	174.243	8.01677e-11	57.7491	4.02435	262.22	0.000125526	1.48124	5.96226	347.096	3.0457	74.4036	0.00484232	0.00319011
DTXSID00866926	DSSTox_Substance_Id	DTXSID00866926	7-Oxabicyclo[4.1.0]heptane-3-carboxylic acid, 2-ethylhexyl ester	C15H26O3	254.37	1.52933e-11	7.98829	4.98638	317.099	1.89336e-08	0.198878	7.38231	659.858	4.86305	62.1126	1.99245e-05	0.000155784
DTXSID00867014	DSSTox_Substance_Id	DTXSID00867014	2-Propanol, 1,1'-[[3-(dimethylamino)propyl]imino]bis-	C11H26N2O2	218.341	1.89874e-11	1.42191	4.73657	268.419	1.08804e-08	0.147282	7.9529	128.329	-0.196842	33.4937	0.000187947	1.09726
DTXSID00867271	DSSTox_Substance_Id	DTXSID00867271	Benzenesulfonamide, 4-[(4-ethoxyphenyl)amino]-N,N-dimethyl-3-nitro-	C16H19N3O5S	365.4	1.38573e-11	3.42474	4.65117	361.339	2.48589e-10	0.363486	10.4648	2128.91	2.71892	183.936	2.29159e-10	3.06734e-06
DTXSID00867291	DSSTox_Substance_Id	DTXSID00867291	Acetic acid, 2-(2-methylbutoxy)-, 2-propen-1-yl ester	C10H18O3	186.251	5.5305e-11	4.98872	4.62661	217.16	5.85111e-05	0.276728	5.07402	254.4	1.55831	-59.4154	0.108516	0.0298702
DTXSID00867296	DSSTox_Substance_Id	DTXSID00867296	3-Cyclohexene-1-methanol, 3,5-dimethyl-	C9H16O	140.226	7.96087e-11	11.8782	3.52571	217.756	2.64521e-06	0.0840359	6.347	173.922	2.75365	14.7296	0.0297593	0.0311355
DTXSID00867337	DSSTox_Substance_Id	DTXSID00867337	1H-Indole, 1,1'-(3,7-dimethyl-6-octen-1-ylidene)bis-	C26H30N2	370.54	7.3363e-11	1549.0	14.5535	393.019	1.91751e-07	2.0273	11.6859	74032.5	6.37442	107.742	2.40176e-08	1.77556e-07
DTXSID00867357	DSSTox_Substance_Id	DTXSID00867357	Bicyclo[2.2.2]oct-5-ene-2-carboxaldehyde, 6-methyl-8-(1-methylethyl)-	C13H20O	192.302	1.3058e-10	215.783	15.9454	253.291	0.00024623	1.41525	6.09328	2449.23	3.61953	33.4998	0.0231559	0.000714869
DTXSID00867372	DSSTox_Substance_Id	DTXSID00867372	Propanenitrile, 3-[[2-chloro-4-[2-(2,6-dichloro-4-nitrophenyl)diazenyl]phenyl]amino]-	C15H10Cl3N5O2	398.63	1.37802e-11	725.932	4.60464	341.069	2.52663e-07	0.871398	10.5534	884.387	3.72516	171.451	8.3446e-12	1.31649e-05
DTXSID00867392	DSSTox_Substance_Id	DTXSID00867392	Oxiranecarboxylic acid, 3-methyl-3-[2-(2,6,6-trimethyl-2-cyclohexen-1-yl)ethenyl]-, methyl ester	C16H24O3	264.365	9.37966e-11	65.0342	4.45758	325.675	9.79915e-08	0.300012	7.38282	794.933	3.94839	62.0823	3.46364e-05	5.05084e-05
DTXSID00867413	DSSTox_Substance_Id	DTXSID00867413	2-Heptanol, 6-methyl-, 2-acetate	C10H20O2	172.268	1.28131e-11	91.1132	4.48454	196.706	0.000556828	0.320736	4.58808	203.889	3.43307	-59.6832	0.710668	0.000474997
DTXSID00867478	DSSTox_Substance_Id	DTXSID00867478	Cuprate(3-), (mu-(4-(2-(3,3'-di(hydroxy-kappaO)-4'-(2-(1-(hydroxy-kappaO)-6-(phenylamino)-3-sulfo-2-naphthalenyl)diazenyl-kappaN1)(1,1'-biphenyl)-4-yl)diazenyl-kappaN1)-3-(hydroxy-kappaO)-2,7-naphthalenedisulfonato(7-)))di-, sodium (1:3)	C38H20Cu2N5Na3O13S3	1046.84	8.19091e-11	5.07611	112.048	437.461	6.72303e-11	0.23084	9.59576	135432.0	3.3651	188.789	4.88294e-08	0.0462738
DTXSID00867498	DSSTox_Substance_Id	DTXSID00867498	Nonanal, 5-ethyl-2-methyl-	C12H24O	184.323	2.33042e-11	529.969	5.57623	214.334	0.000629759	4.28304	5.7432	840.61	4.51293	24.9935	0.0549212	9.06288e-05
DTXSID00867514	DSSTox_Substance_Id	DTXSID00867514	1-Propanone, 1-[6-methyl-4-(4-methyl-3-penten-1-yl)-3-cyclohexen-1-yl]-	C16H26O	234.383	1.94427e-10	70.0597	3.34674	308.497	5.48241e-05	0.247909	7.5441	1329.31	4.71106	44.4643	0.00566172	0.00157033
DTXSID00867675	DSSTox_Substance_Id	DTXSID00867675	3-Buten-2-ol, 3-methyl-4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-, 2-acetate	C16H26O2	250.382	1.24117e-10	90.5497	4.48553	304.655	5.59905e-05	0.739756	7.45686	458.144	5.08433	9.39019	0.0160514	6.08763e-06
DTXSID00867751	DSSTox_Substance_Id	DTXSID00867751	Hexane, 2-chloro-	C6H13Cl	120.62	3.91502e-12	79.5627	6.42247	122.948	0.0241931	1.67663	3.65611	254.675	3.78354	-90.7834	13.7976	0.00175696
DTXSID00867791	DSSTox_Substance_Id	DTXSID00867791	Propanenitrile, 3-[(6-amino-3,3,5-trimethylhexyl)amino]-	C12H25N3	211.353	3.11553e-11	5.17577	4.42346	280.743	9.99836e-07	0.192761	8.10399	124.165	2.08913	110.604	0.00138505	0.00530941
DTXSID00868021	DSSTox_Substance_Id	DTXSID00868021	Acetamide, N-[4-chloro-2-[2-(2-chloro-4-nitrophenyl)diazenyl]-5-[(2-hydroxypropyl)amino]phenyl]-	C17H17Cl2N5O4	426.25	3.08464e-11	47.3238	6.47889	340.914	1.07481e-10	0.178985	9.35323	2565.18	3.99929	165.167	9.25429e-12	1.26405e-06
DTXSID00868208	DSSTox_Substance_Id	DTXSID00868208	Bicyclo[3.1.1]hept-2-ene-2-methanol, 6,6-dimethyl-, 2-formate	C11H16O2	180.247	1.48232e-10	58.2238	3.55769	241.043	0.000236706	1.05572	5.56548	192.924	2.55878	93.6481	0.0222812	0.0160134
DTXSID00868248	DSSTox_Substance_Id	DTXSID00868248	5-Ethylidenebicyclo(2.2.1)hept-2-yl propionate	C12H18O2	194.274	8.34299e-11	30.2007	3.54515	246.374	0.000136593	0.181196	5.9516	239.87	2.87013	29.5209	0.0106297	0.0223582
DTXSID00868304	DSSTox_Substance_Id	DTXSID00868304	Ethyl 3-methyl-3-(4-methylphenyl)oxirane-2-carboxylate	C13H16O3	220.268	1.38219e-11	8.90532	4.51294	277.447	1.33699e-07	0.641837	6.87518	105.352	2.3796	38.6766	0.000252233	0.00154247
DTXSID00868566	DSSTox_Substance_Id	DTXSID00868566	1H-Benzotriazole-1-methanamine, N,N-bis(2-ethylhexyl)-	C23H40N4	372.601	2.34994e-11	222.322	15.2076	339.984	7.25169e-07	6.32429	11.5278	2771.3	6.29402	108.401	2.42293e-07	1.94692e-05
DTXSID00868783	DSSTox_Substance_Id	DTXSID00868783	1-Cyclopentene-1-propanol, .beta.,.beta.,2-trimethyl-5-(1-methylethenyl)-, 1-propanoate	C17H28O2	264.409	1.63766e-10	57.5744	4.50927	316.865	7.7528e-05	0.992511	8.41276	3061.25	4.91677	8.95563	0.00392258	1.46991e-06
DTXSID00869437	DSSTox_Substance_Id	DTXSID00869437	1,3-Benzenediamine, 2-methyl-4,6-bis(methylthio)-	C9H14N2S2	214.35	2.68674e-11	33.7253	133.394	357.886	3.74475e-08	0.172696	8.3881	101.469	2.32897	121.704	0.000197558	6.52515e-05
DTXSID00869715	DSSTox_Substance_Id	DTXSID00869715	Benzene, ethyl(phenylethyl)-	C16H18	210.32	1.83858e-11	763.993	20.2658	300.627	0.000403842	1.48292	7.38108	597.071	4.62213	39.8134	0.00442136	7.35516e-06
DTXSID00869856	DSSTox_Substance_Id	DTXSID00869856	Aspartic acid, N,N'-(methylenebis(2-methyl-4,1-cyclohexanediyl))bis-, 1,1',4,4'-tetraethyl ester	C31H54N2O8	582.779	8.25871e-11	24.0454	13.5302	421.074	1.54071e-08	1.30967	9.67582	73137.1	4.5682	144.609	9.19242e-10	5.78991e-05
DTXSID00869896	DSSTox_Substance_Id	DTXSID00869896	2-Butanol, 1-[[2-(1,1-dimethylethyl)cyclohexyl]oxy]-	C14H28O2	228.376	1.91735e-11	102.547	3.55131	289.825	1.95629e-05	0.650641	9.20401	211.563	4.26768	35.5499	0.000112114	0.0202436
DTXSID00870407	DSSTox_Substance_Id	DTXSID00870407	9,10-Anthracenedione, 2-amino-3-chloro-	C14H8ClNO2	257.67	1.21304e-11	105.529	40.1119	405.754	9.65878e-10	0.277983	11.207	2146.84	2.59147	281.399	4.49412e-10	3.35855e-06
DTXSID00870523	DSSTox_Substance_Id	DTXSID00870523	1H,1H,3H-Perfluorobutanol	C4H4F6O	182.065	7.45684e-14	4.54074	4.46507	116.946	4.75235e-05	0.0888281	3.05678	93.2113	1.21433	-25.8061	38.3597	0.199396
DTXSID00870669	DSSTox_Substance_Id	DTXSID00870669	Acridine, 9-phenyl-	C19H13N	255.32	7.5172e-11	498.299	86.7459	361.895	2.74797e-08	1.65773	9.00499	163884.0	5.26152	183.86	6.32527e-08	7.15956e-08
DTXSID00870826	DSSTox_Substance_Id	DTXSID00870826	Furan, 2-ethyltetrahydro-	C6H12O	100.161	1.5559e-11	4.76814	4.40593	108.968	0.000248846	0.629089	3.67294	58.9776	1.6368	-22.9147	53.0086	0.557804
DTXSID00871055	DSSTox_Substance_Id	DTXSID00871055	Trichloroacetic anhydride	C4Cl6O3	308.74	1.19447e-12	55.6715	6.0354	237.76	0.000507239	3.16085	5.77411	194.1	2.95109	-8.82237	0.124596	0.0736588
DTXSID00871252	DSSTox_Substance_Id	DTXSID00871252	Tetrasiloxane, 1,1,1,3,5,7,7,7-octamethyl-	C8H26O3Si4	282.633	2.09253e-12	4.3556	214.801	170.013	11.7977	0.213343	3.63148	6031.02	7.01851	-8.87504	0.427358	1.93772e-07
DTXSID00871631	DSSTox_Substance_Id	DTXSID00871631	Perfluoromethyldecalin	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00872284	DSSTox_Substance_Id	DTXSID00872284	Polypropylene glycol monophenyl ether	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00872421	DSSTox_Substance_Id	DTXSID00872421	Lead & Lead Compounds	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00872502	DSSTox_Substance_Id	DTXSID00872502	Aluminum metaphosphate	AlO9P3	263.894	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00872522	DSSTox_Substance_Id	DTXSID00872522	Magnesium hydrogenorthophosphate	HMgO4P	120.283	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00872527	DSSTox_Substance_Id	DTXSID00872527	Trimagnesium phosphate	Mg3O8P2	262.855	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00872542	DSSTox_Substance_Id	DTXSID00872542	Magnesium monophosphate	H4MgO8P2	218.277	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00872547	DSSTox_Substance_Id	DTXSID00872547	Copper(II) phosphate	Cu3O8P2	380.578	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00872567	DSSTox_Substance_Id	DTXSID00872567	Ammonium magnesium phosphate ((NH4)Mg(PO4))	H4MgNO4P	137.314	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00872603	DSSTox_Substance_Id	DTXSID00872603	Pentachloronaphthalene	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00872608	DSSTox_Substance_Id	DTXSID00872608	Polyethylene glycol isononylphenol ether	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00872800	DSSTox_Substance_Id	DTXSID00872800	Phenol, 4,4'-(1-methylethylidene)bis[2,6-dibromo-, polymer with carbonic dichloride, bis(2,4,6-tribromophenyl) ester	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00872805	DSSTox_Substance_Id	DTXSID00872805	Polypropylene	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00872820	DSSTox_Substance_Id	DTXSID00872820	Hexachlorodibenzo-p-dioxin	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00872901	DSSTox_Substance_Id	DTXSID00872901	Sorbitan	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00873014	DSSTox_Substance_Id	DTXSID00873014	Perfluorodecanesulfonate	C10F21O3S	599.13	2.41027e-15	37.3563	4.92331	223.54	3.30636e-10	2.93674	5.76303	19142.3	5.57515	186.117	8.20453e-06	0.000323234
DTXSID00873337	DSSTox_Substance_Id	DTXSID00873337	cis-Decalin	C10H18	138.254	2.01789e-11	1749.76	43.1191	179.544	0.0382869	8.09021	4.83658	4672.99	4.70154	-33.9191	0.764833	1.21871e-05
DTXSID00873478	DSSTox_Substance_Id	DTXSID00873478	1-​Propanamine, 3-​(hexyloxy)​-​, branched	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00873791	DSSTox_Substance_Id	DTXSID00873791	4-Epianhydrotetracycline	C22H22N2O7	426.425	3.34756e-11	1.3838	146.391	388.133	1.34188e-11	0.3899	9.45587	10105.7	-0.0296096	196.185	2.7003e-09	0.00585949
DTXSID00873918	DSSTox_Substance_Id	DTXSID00873918	Acid Blue 3	C54H62CaN4O14S4	1159.42	1.95561e-11	3.89582	15.6587	410.293	2.06938e-11	0.192726	9.49499	50942.4	2.02693	231.893	1.22715e-09	0.0163798
DTXSID00874026	DSSTox_Substance_Id	DTXSID00874026	Ammonium 4,8-dioxa-3H-perfluorononanoate	C7H5F12NO4	395.101	4.23729e-13	5.40308	4.45547	182.583	1.80448e-10	0.509484	4.2503	967.289	2.21026	64.1244	6.83774e-06	0.00113699
DTXSID00875614	DSSTox_Substance_Id	DTXSID00875614	3-HEXYN-2-OL	C6H10O	98.145	4.75543e-11	3.87479	5.43354	137.845	1.74002e-05	0.120616	4.05531	9.78716	0.669988	14.2935	3.81801	0.388903
DTXSID00875710	DSSTox_Substance_Id	DTXSID00875710	1,2,3,4,7,7-HEXACHLORO-2,5-NORBORNADIENE	C7H2Cl6	298.79	7.11084e-12	6442.48	24.4836	282.864	6.62297e-05	29.2604	7.51238	3030.6	4.49138	88.6435	0.00871623	2.36165e-06
DTXSID00875730	DSSTox_Substance_Id	DTXSID00875730	Butanedioic acid, 2,2'-thiobis-	C8H10O8S	266.22	9.32103e-12	4.79603	6.11626	318.065	1.03969e-11	0.305799	8.63372	25.5527	-0.17279	240.917	7.48658e-11	0.322583
DTXSID00880026	DSSTox_Substance_Id	DTXSID00880026	Potassium perfluorooctanoate	C8F15KO2	452.16	8.46614e-13	4.96385	4.94317	188.994	1.91692e-10	1.34452	4.15594	1668.68	0.277539	67.9875	0.11083	0.0332134
DTXSID00880081	DSSTox_Substance_Id	DTXSID00880081	Rubidium Iodide	IRb	212.3723	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00880127	DSSTox_Substance_Id	DTXSID00880127	Silver perfluorooctanoate	C8AgF15O2	520.93	8.46614e-13	4.96385	4.94317	188.994	1.91692e-10	1.34452	4.15594	1668.68	0.936275	177.822	0.11083	0.0332134
DTXSID00880147	DSSTox_Substance_Id	DTXSID00880147	1,1,1,2,4,4,5,5,6,6,6-Undecafluoro-2-(trifluoromethyl)-3-hexanone	C7F14O	366.054	4.41127e-13	52.9713	4.44827	91.7603	0.0203587	0.216349	1.80166	1004.82	3.70126	-29.3439	330.213	3.5516e-05
DTXSID00880187	DSSTox_Substance_Id	DTXSID00880187	3,5,7,8-Tetrachloroperfluorooctanoic acid	C8HCl4F11O2	479.88	4.01186e-13	40.4362	3.5413	202.629	1.88839e-10	1.6512	7.77571	3304.98	5.863	86.3044	0.00502316	3.89423e-05
DTXSID00880243	DSSTox_Substance_Id	DTXSID00880243	Fluoroether E4	C14HF29O4	784.112	1.80937e-15	287.799	3.67963	191.32	3.07512e-08	2.80021	3.08154	237367.0	5.4192	-20.613	0.00257002	5.12231e-07
DTXSID00880364	DSSTox_Substance_Id	DTXSID00880364	Benzo Rubine 6BS	C26H17N5Na2O8S2	637.55	3.13895e-11	3.40682	106.036	331.63	1.57032e-11	0.401085	9.52218	54621.5	2.49133	186.942	3.55625e-09	0.231803
DTXSID00880384	DSSTox_Substance_Id	DTXSID00880384	Benzene, pentafluoro[1,2,2-trifluoro-2-[(trifluoroethenyl)oxy]-1-(trifluoromethyl)ethoxy]-, polymer with tetrafluoroethene and trifluoro(trifluoromethoxy)ethene	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00880445	DSSTox_Substance_Id	DTXSID00880445	3-(Tridecyloxy)-1-propanamine	C16H35NO	257.462	1.65762e-11	1358.39	5.65984	323.703	6.15605e-06	2.3829	10.0872	2412.23	5.63249	12.2134	4.36886e-05	4.27413e-06
DTXSID00880485	DSSTox_Substance_Id	DTXSID00880485	1-Bromo-1,2,2-trifluoroethene, homopolymer	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00880566	DSSTox_Substance_Id	DTXSID00880566	Ethene, 1-bromo-1,2,2-trifluoro-, telomer with tribromofluoromethane	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00880581	DSSTox_Substance_Id	DTXSID00880581	Chromium(3+) perfluorooctanoate	C24CrF45O6	1291.182	8.46614e-13	4.96385	4.94317	188.994	1.91692e-10	1.34452	4.15594	1668.68	0.208215	65.8535	0.11083	0.0332134
DTXSID00880647	DSSTox_Substance_Id	DTXSID00880647	D-Citronellol	C10H20O	156.269	7.99972e-11	45.9541	3.53679	224.258	5.06981e-06	0.112859	7.37512	130.266	3.90856	9.67353	0.0441618	0.00211118
DTXSID00880889	DSSTox_Substance_Id	DTXSID00880889	trans-3-Hexenyl acetate	C8H14O2	142.198	7.79819e-11	7.52862	4.62806	166.024	0.000461836	0.977712	4.4981	64.1198	2.58187	-66.8354	1.31488	0.00937393
DTXSID00880945	DSSTox_Substance_Id	DTXSID00880945	Copolymer of perfluoro2-(1-methyl-2-vinyloxyethoxy)ethanesulfonyl fluoride and tetrafluoroethene	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00881230	DSSTox_Substance_Id	DTXSID00881230	Cedrene	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00881275	DSSTox_Substance_Id	DTXSID00881275	N-(3-(Dimethylamino)propyl)perfluoroheptanesulfonamide hydrochloride	C12H14ClF15N2O2S	570.74	1.47358e-11	74.6004	4.9432	215.225	1.48085e-10	3.11932	7.63069	7609.07	2.24371	133.027	3.49162e-05	2.43522e-06
DTXSID00881856	DSSTox_Substance_Id	DTXSID00881856	Poly(difluoromethylene), .alpha.-fluoro-.omega.-[2-[(1-oxo-2-propenyl)oxy]ethyl]-, homopolymer	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00881876	DSSTox_Substance_Id	DTXSID00881876	Poly(difluoromethylene), .alpha.-fluoro-.omega.-[2-(phosphonooxy)ethyl]-, diammonium salt	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00882565	DSSTox_Substance_Id	DTXSID00882565	POLYFLGSID_882565	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00882601	DSSTox_Substance_Id	DTXSID00882601	POLYFLGSID_882601	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00882661	DSSTox_Substance_Id	DTXSID00882661	Hexane, 1,6-diisocyanato-, homopolymer, .alpha.-[1-[[[3-[[3-(dimethylamino)propyl]amino]propyl]amino]carbonyl]-1,2,2,2-tetrafluoroethyl]-.omega.-(1,1,2,2,3,3,3-heptafluoropropoxy)poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]]-blocked	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00882722	DSSTox_Substance_Id	DTXSID00882722	Propanoic acid, 3-[1-[difluoro[(1,2,2-trifluoroethenyl)oxy]methyl]-1,2,2,2-tetrafluoroethoxy]-2,2,3,3-tetrafluoro-, methyl ester, polymer with 1,1,2,2-tetrafluoroethene, hydrolyzed, potassium salts	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00882803	DSSTox_Substance_Id	DTXSID00882803	Propanenitrile, 2,3,3,3-tetrafluoro-2-[1,1,2,2,3,3-hexafluoro-3-[(trifluoroethenyl)oxy]propoxy]-, polymer with tetrafluoroethene and trifluoro(trifluoromethoxy)ethene	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00882848	DSSTox_Substance_Id	DTXSID00882848	Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], .alpha.-[1,2,2,2-tetrafluoro-1-(fluorocarbonyl)ethyl]-.omega.-[tetrafluoro(trifluoromethyl)ethoxy]-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00882964	DSSTox_Substance_Id	DTXSID00882964	N-Decyl-N,N-dimethyl-1-decanaminium perfluorooctanesulfonate	C30H48F17NO3S	825.75	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00883012	DSSTox_Substance_Id	DTXSID00883012	Poly(difluoromethylene), .alpha.-fluoro-.omega.-(2-hydroxyethyl)-, dihydrogen 2-hydroxy-1,2,3-propanetricarboxylate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00883037	DSSTox_Substance_Id	DTXSID00883037	1,3-Propanediol, 2,2-bis[[(gamma-omega-perfluoro-C4-10-alkyl)thio]methyl], derivs., phosphates, ammonium salts	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00883057	DSSTox_Substance_Id	DTXSID00883057	Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-[2-[ethyl[(nonafluorobutyl)sulfonyl]amino]ethyl]-.omega.-hydroxy-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00883118	DSSTox_Substance_Id	DTXSID00883118	3-Nonen-1-ol, (3E)-	C9H18O	142.242	7.30007e-11	60.6182	3.54907	201.614	2.45678e-05	0.223162	6.59513	111.752	3.14219	-9.842	0.0181984	0.00297444
DTXSID00883214	DSSTox_Substance_Id	DTXSID00883214	L-Methionine, N-acetyl-	C7H13NO3S	191.25	5.65415e-12	3.49405	3.54213	286.465	6.08019e-10	0.0901581	8.08053	17.8101	-0.0972106	105.543	1.90192e-07	1.17927
DTXSID00883219	DSSTox_Substance_Id	DTXSID00883219	L-Ornithine	C5H12N2O2	132.163	8.64745e-12	2.79981	3.55454	272.761	4.35495e-10	0.0873303	7.25812	10.0694	-4.21283	139.999	4.50927e-06	3.27777
DTXSID00883259	DSSTox_Substance_Id	DTXSID00883259	Ethanesulfonic acid, 2-[[(3.alpha.,5.beta.,7.alpha.,12.alpha.)-3,7,12-trihydroxy-24-oxocholan-24-yl]amino]-	C26H45NO7S	515.71	2.51309e-11	9.05268	157.732	368.222	1.34621e-11	0.583672	9.50698	151757.0	1.52934	193.772	1.00745e-09	6.80152e-05
DTXSID00883274	DSSTox_Substance_Id	DTXSID00883274	Benzenemethanaminium, N,N-dimethyl-N-(phenylmethyl)-, chloride (1:1)	C16H20ClN	261.79	2.14008e-11	246.554	13.9284	311.996	0.00133764	2.13981	7.53189	688.707	-1.09759	136.087	0.00188491	2.04924e-06
DTXSID00883294	DSSTox_Substance_Id	DTXSID00883294	Pyridinium, 1-dodecyl-, bromide (1:1)	C17H30BrN	328.338	2.10679e-11	1631.76	8.66106	324.673	2.56469e-06	8.762	8.84552	3700.98	-0.407887	94.0135	1.10021e-05	1.31967e-08
DTXSID00883299	DSSTox_Substance_Id	DTXSID00883299	2-Oxiraneoctanoic acid, 3-octyl-, butyl ester	C22H42O3	354.575	1.74849e-11	311.252	8.36384	376.737	2.34538e-07	1.8344	10.4297	13570.5	8.06637	4.02125	2.38748e-06	3.48043e-05
DTXSID00883315	DSSTox_Substance_Id	DTXSID00883315	Ethanaminium, 2-hydrazinyl-N,N,N-trimethyl-2-oxo-, chloride (1:1)	C5H14ClN3O	167.64	1.32397e-11	3.86605	4.13409	229.089	3.8428e-07	0.0773299	6.96139	12.4453	-0.363675	148.094	0.072029	6.76586
